Input,Output,Grid,Which,Index
7_6,0_1,"[[23, 40, 3, 41, 31, 30, 35, 33, 36, 10, 43, 21, 32, 18, 22, 19, 45, 6, 7, 44, 42, 1, 29, 2, 13, 20, 34, 16, 11, 14, 9, 37, 17, 8, 15, 25, 27, 12, 4, 24, 39, 38, 26, 5, 28, 0], [28, 41, 34, 39, 30, 33, 36, 35, 32, 43, 40, 24, 38, 21, 19, 18, 42, 29, 22, 45, 2, 16, 31, 1, 37, 5, 9, 17, 14, 15, 11, 3, 6, 10, 20, 4, 25, 13, 12, 8, 44, 26, 23, 0, 27, 7]]",r,42
7_6,7_7m,"[[25, 31, 32, 40, 34, 1, 29, 27, 13, 15, 10, 0, 2, 9, 23, 20, 12, 19, 24, 37, 21, 26, 22, 16, 17, 6, 33, 39, 38, 4, 28, 11, 3, 18, 35, 8, 7, 30, 5, 14, 36], [29, 25, 31, 14, 32, 33, 18, 13, 17, 16, 0, 37, 27, 2, 24, 6, 9, 21, 12, 40, 20, 30, 26, 19, 22, 3, 38, 10, 4, 36, 23, 1, 8, 39, 34, 7, 5, 35, 11, 15, 28]]",r,19
7_6,8_8,"[[36, 0, 27, 42, 38, 15, 14, 33, 18, 23, 16, 32, 49, 47, 12, 44, 17, 21, 20, 46, 50, 1, 13, 40, 31, 51, 41, 5, 8, 3, 39, 52, 7, 19, 26, 30, 34, 24, 25, 22, 4, 2, 35, 29, 10, 28, 6, 11, 9, 43, 37, 45, 48], [33, 47, 48, 10, 42, 38, 16, 32, 15, 18, 2, 11, 44, 49, 4, 17, 23, 20, 27, 45, 51, 46, 1, 31, 30, 13, 40, 3, 12, 7, 41, 50, 52, 26, 34, 24, 8, 25, 22, 19, 5, 9, 43, 28, 14, 35, 29, 21, 6, 39, 36, 37, 0]]",r,9
7_6,8_11,"[[25, 31, 32, 40, 34, 1, 29, 27, 13, 15, 10, 0, 2, 9, 23, 20, 12, 19, 24, 37, 21, 26, 22, 16, 17, 6, 33, 39, 38, 4, 28, 11, 3, 18, 35, 8, 7, 30, 5, 14, 36], [29, 25, 31, 14, 32, 33, 18, 13, 17, 16, 0, 37, 27, 2, 24, 6, 9, 21, 12, 40, 20, 30, 26, 19, 22, 3, 38, 10, 4, 36, 23, 1, 8, 39, 34, 7, 5, 35, 11, 15, 28]]",r,17
7_6,8_13m,"[[46, 12, 21, 67, 9, 39, 25, 17, 19, 56, 43, 63, 6, 37, 36, 38, 29, 30, 66, 33, 32, 26, 16, 7, 13, 35, 64, 22, 4, 1, 14, 40, 5, 34, 20, 69, 31, 2, 50, 0, 68, 57, 59, 61, 62, 45, 41, 51, 23, 65, 44, 28, 47, 54, 52, 3, 53, 42, 48, 27, 49, 70, 24, 60, 58, 55, 15, 10, 18, 8, 11], [52, 18, 22, 9, 10, 43, 26, 19, 46, 63, 25, 14, 16, 30, 37, 39, 38, 32, 64, 29, 33, 41, 21, 6, 7, 36, 4, 28, 1, 3, 40, 34, 2, 31, 0, 66, 35, 56, 45, 68, 69, 59, 61, 5, 57, 51, 12, 62, 44, 50, 49, 20, 24, 65, 48, 70, 54, 53, 47, 42, 15, 67, 23, 27, 60, 58, 8, 17, 11, 55, 13]]",r,31
7_6,8_14m,"[[25, 31, 32, 40, 34, 1, 29, 27, 13, 15, 10, 0, 2, 9, 23, 20, 12, 19, 24, 37, 21, 26, 22, 16, 17, 6, 33, 39, 38, 4, 28, 11, 3, 18, 35, 8, 7, 30, 5, 14, 36], [29, 25, 31, 14, 32, 33, 18, 13, 17, 16, 0, 37, 27, 2, 24, 6, 9, 21, 12, 40, 20, 30, 26, 19, 22, 3, 38, 10, 4, 36, 23, 1, 8, 39, 34, 7, 5, 35, 11, 15, 28]]",r,38
7_6,8_15,"[[33, 4, 2, 0, 48, 52, 51, 50, 25, 22, 23, 20, 13, 49, 47, 28, 54, 3, 38, 14, 37, 8, 6, 9, 12, 10, 31, 11, 35, 1, 24, 29, 41, 27, 40, 46, 15, 43, 45, 44, 16, 19, 21, 34, 5, 18, 17, 42, 53, 30, 39, 26, 32, 36, 7], [20, 49, 0, 7, 47, 34, 52, 51, 26, 25, 22, 23, 35, 43, 54, 38, 50, 12, 44, 2, 27, 10, 11, 8, 5, 6, 37, 14, 31, 42, 29, 3, 1, 9, 41, 40, 19, 45, 28, 46, 15, 24, 18, 33, 53, 17, 16, 39, 13, 21, 48, 36, 30, 32, 4]]",r,4
7_6,8_16m,"[[19, 40, 23, 22, 28, 30, 4, 32, 31, 35, 17, 50, 47, 3, 52, 42, 44, 14, 7, 26, 56, 5, 2, 33, 10, 1, 46, 54, 39, 29, 25, 24, 27, 57, 37, 38, 49, 41, 55, 43, 0, 21, 20, 53, 8, 36, 6, 51, 48, 9, 15, 45, 12, 11, 16, 18, 34, 13], [18, 30, 22, 28, 11, 32, 36, 31, 35, 34, 7, 3, 50, 5, 47, 40, 52, 10, 14, 39, 54, 2, 4, 26, 13, 6, 49, 1, 42, 20, 24, 29, 25, 38, 33, 37, 17, 45, 56, 41, 53, 48, 21, 55, 0, 46, 12, 43, 51, 8, 9, 44, 27, 16, 15, 23, 19, 57]]",r,24
7_6,8_19m,"[[46, 45, 23, 18, 12, 25, 21, 3, 38, 35, 32, 22, 13, 37, 34, 2, 36, 20, 50, 49, 28, 51, 15, 41, 8, 26, 5, 24, 17, 19, 48, 47, 1, 52, 16, 42, 55, 56, 0, 43, 14, 4, 53, 29, 30, 11, 10, 9, 54, 6, 7, 33, 44, 40, 39, 27, 31], [44, 46, 33, 12, 25, 21, 13, 52, 35, 45, 34, 9, 32, 38, 37, 1, 53, 22, 49, 2, 51, 41, 17, 15, 24, 5, 16, 19, 26, 20, 47, 50, 6, 48, 4, 27, 56, 54, 8, 40, 11, 0, 28, 43, 29, 10, 55, 14, 3, 7, 18, 36, 42, 39, 31, 30, 23]]",r,39
7_6,3_1m#4_1,"[[23, 40, 3, 41, 31, 30, 35, 33, 36, 10, 43, 21, 32, 18, 22, 19, 45, 6, 7, 44, 42, 1, 29, 2, 13, 20, 34, 16, 11, 14, 9, 37, 17, 8, 15, 25, 27, 12, 4, 24, 39, 38, 26, 5, 28, 0], [28, 41, 34, 39, 30, 33, 36, 35, 32, 43, 40, 24, 38, 21, 19, 18, 42, 29, 22, 45, 2, 16, 31, 1, 37, 5, 9, 17, 14, 15, 11, 3, 6, 10, 20, 4, 25, 13, 12, 8, 44, 26, 23, 0, 27, 7]]",r,34
7_6,8_12,"[[12, 7, 9, 14, 13, 4, 3, 5, 16, 6, 8, 15, 2, 1, 0, 11, 10], [11, 10, 7, 12, 8, 9, 4, 3, 15, 1, 6, 14, 0, 16, 5, 2, 13]]",r,8
7_6,8_17,"[[1, 7, 17, 4, 14, 15, 16, 12, 9, 5, 8, 11, 6, 0, 10, 3, 2, 13], [2, 3, 0, 16, 17, 13, 15, 8, 7, 14, 11, 6, 5, 1, 9, 12, 4, 10]]",r,13
7_7,8_13,"[[8, 17, 21, 10, 19, 9, 12, 0, 20, 3, 6, 2, 14, 5, 18, 13, 16, 15, 7, 1, 11, 4], [7, 19, 5, 17, 9, 12, 13, 10, 0, 18, 2, 1, 20, 6, 11, 3, 14, 16, 21, 15, 4, 8]]",r,8
7_7,8_14,"[[8, 17, 21, 10, 19, 9, 12, 0, 20, 3, 6, 2, 14, 5, 18, 13, 16, 15, 7, 1, 11, 4], [7, 19, 5, 17, 9, 12, 13, 10, 0, 18, 2, 1, 20, 6, 11, 3, 14, 16, 21, 15, 4, 8]]",r,15
7_7,8_15,"[[5, 11, 3, 2, 16, 9, 1, 17, 8, 12, 7, 13, 15, 10, 6, 4, 14, 0], [15, 3, 2, 1, 8, 13, 17, 14, 7, 9, 5, 6, 11, 0, 4, 16, 10, 12]]",r,12
7_7,8_16m,"[[8, 17, 21, 10, 19, 9, 12, 0, 20, 3, 6, 2, 14, 5, 18, 13, 16, 15, 7, 1, 11, 4], [7, 19, 5, 17, 9, 12, 13, 10, 0, 18, 2, 1, 20, 6, 11, 3, 14, 16, 21, 15, 4, 8]]",r,1
7_7,8_18,"[[13, 2, 4, 7, 14, 5, 16, 18, 15, 9, 8, 3, 1, 12, 10, 0, 17, 6, 11], [15, 11, 18, 3, 0, 8, 14, 5, 4, 17, 9, 1, 16, 10, 13, 2, 7, 12, 6]]",c,1
7_7,3_1#3_1,"[[8, 17, 21, 10, 19, 9, 12, 0, 20, 3, 6, 2, 14, 5, 18, 13, 16, 15, 7, 1, 11, 4], [7, 19, 5, 17, 9, 12, 13, 10, 0, 18, 2, 1, 20, 6, 11, 3, 14, 16, 21, 15, 4, 8]]",r,0
7_7,8_4,"[[1, 35, 16, 38, 9, 3, 15, 42, 12, 37, 17, 20, 31, 27, 39, 14, 13, 25, 10, 5, 2, 29, 24, 0, 4, 26, 22, 21, 8, 18, 11, 6, 23, 41, 7, 19, 30, 28, 40, 32, 36, 33, 34], [42, 34, 3, 35, 16, 5, 7, 15, 13, 1, 12, 14, 32, 39, 37, 9, 20, 6, 0, 10, 26, 24, 18, 4, 2, 31, 8, 22, 11, 17, 19, 21, 40, 27, 23, 28, 29, 30, 25, 33, 38, 36, 41]]",r,12
8_1,8_21m,"[[1, 10, 5, 3, 6, 9, 8, 2, 0, 12, 11, 4, 7], [4, 0, 8, 11, 7, 6, 12, 9, 2, 1, 5, 10, 3]]",c,9
8_1,3_1#5_1m,"[[7, 13, 11, 12, 16, 5, 4, 14, 8, 15, 6, 10, 1, 17, 18, 9, 2, 0, 3], [6, 7, 14, 17, 13, 4, 15, 16, 9, 12, 8, 5, 10, 18, 3, 1, 0, 11, 2]]",r,3
8_1,3_1m#5_2,"[[6, 11, 12, 0, 4, 16, 7, 8, 2, 3, 5, 10, 13, 9, 14, 15, 1], [13, 6, 1, 4, 14, 3, 0, 9, 8, 2, 11, 7, 10, 5, 12, 16, 15]]",c,6
8_1,7_6,"[[0, 4, 17, 2, 8, 6, 7, 14, 15, 11, 3, 13, 10, 5, 20, 9, 18, 19, 16, 1, 21, 12], [1, 0, 7, 6, 4, 9, 3, 11, 13, 10, 15, 2, 8, 18, 14, 5, 12, 20, 17, 21, 16, 19]]",c,5
8_1,6_3,"[[15, 14, 3, 5, 13, 4, 6, 1, 2, 9, 7, 11, 10, 0, 8, 12], [11, 1, 5, 12, 15, 6, 2, 3, 7, 4, 10, 8, 0, 14, 9, 13]]",r,14
8_1,6_2,"[[18, 36, 35, 45, 5, 48, 8, 54, 1, 52, 50, 4, 14, 20, 13, 0, 21, 22, 23, 9, 27, 37, 26, 40, 24, 49, 12, 28, 19, 17, 16, 15, 55, 2, 25, 29, 3, 33, 32, 34, 53, 56, 31, 47, 46, 38, 42, 30, 43, 39, 44, 51, 6, 10, 7, 11, 41], [14, 28, 36, 41, 35, 55, 5, 50, 45, 4, 52, 8, 9, 26, 37, 54, 20, 21, 22, 1, 13, 2, 27, 49, 19, 53, 24, 40, 18, 16, 12, 17, 15, 25, 31, 3, 10, 34, 29, 32, 51, 0, 30, 44, 33, 23, 38, 48, 42, 43, 46, 39, 56, 11, 6, 7, 47]]",c,28
8_10,0_1,"[[15, 9, 26, 47, 11, 48, 33, 22, 29, 34, 45, 28, 37, 35, 1, 42, 41, 44, 25, 32, 38, 23, 24, 18, 46, 49, 7, 19, 8, 2, 4, 27, 16, 50, 17, 53, 5, 39, 10, 13, 36, 3, 0, 43, 52, 20, 6, 31, 40, 30, 21, 12, 14, 51], [14, 15, 33, 51, 12, 49, 37, 26, 22, 35, 44, 29, 45, 28, 34, 48, 31, 42, 41, 30, 25, 38, 32, 21, 27, 19, 8, 18, 4, 24, 10, 36, 53, 47, 16, 5, 1, 50, 17, 0, 7, 2, 52, 6, 3, 39, 9, 46, 43, 40, 13, 20, 11, 23]]",r,25
8_10,8_7m,"[[14, 19, 36, 1, 44, 12, 39, 17, 13, 28, 10, 23, 34, 7, 45, 11, 37, 41, 25, 16, 38, 22, 21, 24, 27, 20, 18, 40, 31, 29, 35, 30, 33, 3, 6, 32, 5, 4, 0, 43, 15, 9, 26, 42, 2, 8], [11, 14, 37, 38, 1, 39, 34, 13, 12, 19, 17, 16, 40, 15, 2, 9, 10, 42, 23, 45, 26, 28, 29, 0, 25, 21, 20, 35, 33, 24, 18, 31, 32, 6, 5, 41, 30, 3, 4, 27, 22, 44, 36, 43, 8, 7]]",c,18
8_10,8_11m,"[[15, 9, 26, 47, 11, 48, 33, 22, 29, 34, 45, 28, 37, 35, 1, 42, 41, 44, 25, 32, 38, 23, 24, 18, 46, 49, 7, 19, 8, 2, 4, 27, 16, 50, 17, 53, 5, 39, 10, 13, 36, 3, 0, 43, 52, 20, 6, 31, 40, 30, 21, 12, 14, 51], [14, 15, 33, 51, 12, 49, 37, 26, 22, 35, 44, 29, 45, 28, 34, 48, 31, 42, 41, 30, 25, 38, 32, 21, 27, 19, 8, 18, 4, 24, 10, 36, 53, 47, 16, 5, 1, 50, 17, 0, 7, 2, 52, 6, 3, 39, 9, 46, 43, 40, 13, 20, 11, 23]]",r,2
8_10,8_12,"[[3, 37, 20, 30, 11, 31, 1, 43, 9, 5, 18, 6, 4, 17, 15, 13, 24, 2, 25, 27, 26, 21, 14, 22, 0, 10, 39, 41, 38, 40, 12, 42, 16, 34, 7, 35, 32, 19, 8, 33, 29, 23, 28, 36], [20, 33, 23, 37, 18, 24, 9, 1, 11, 6, 15, 4, 2, 7, 17, 27, 22, 43, 5, 25, 13, 26, 21, 10, 14, 29, 3, 40, 42, 0, 39, 41, 19, 35, 12, 31, 34, 30, 32, 36, 28, 8, 16, 38]]",c,18
8_10,8_13,"[[34, 19, 17, 38, 35, 21, 41, 18, 26, 5, 46, 22, 16, 23, 15, 40, 33, 12, 8, 37, 30, 42, 51, 55, 32, 4, 31, 43, 3, 29, 53, 1, 14, 9, 10, 47, 25, 54, 44, 2, 45, 48, 49, 24, 50, 0, 13, 6, 7, 52, 11, 20, 27, 39, 28, 36], [27, 17, 13, 36, 39, 52, 38, 19, 18, 2, 21, 26, 23, 14, 16, 41, 22, 15, 12, 33, 29, 40, 37, 51, 30, 32, 25, 49, 4, 31, 54, 50, 10, 5, 9, 44, 53, 55, 43, 42, 47, 46, 48, 6, 45, 3, 7, 1, 11, 8, 20, 24, 0, 28, 34, 35]]",r,43
8_10,8_20m,"[[15, 9, 26, 47, 11, 48, 33, 22, 29, 34, 45, 28, 37, 35, 1, 42, 41, 44, 25, 32, 38, 23, 24, 18, 46, 49, 7, 19, 8, 2, 4, 27, 16, 50, 17, 53, 5, 39, 10, 13, 36, 3, 0, 43, 52, 20, 6, 31, 40, 30, 21, 12, 14, 51], [14, 15, 33, 51, 12, 49, 37, 26, 22, 35, 44, 29, 45, 28, 34, 48, 31, 42, 41, 30, 25, 38, 32, 21, 27, 19, 8, 18, 4, 24, 10, 36, 53, 47, 16, 5, 1, 50, 17, 0, 7, 2, 52, 6, 3, 39, 9, 46, 43, 40, 13, 20, 11, 23]]",r,3
8_10,0_1,"[[15, 9, 26, 47, 11, 48, 33, 22, 29, 34, 45, 28, 37, 35, 1, 42, 41, 44, 25, 32, 38, 23, 24, 18, 46, 49, 7, 19, 8, 2, 4, 27, 16, 50, 17, 53, 5, 39, 10, 13, 36, 3, 0, 43, 52, 20, 6, 31, 40, 30, 21, 12, 14, 51], [14, 15, 33, 51, 12, 49, 37, 26, 22, 35, 44, 29, 45, 28, 34, 48, 31, 42, 41, 30, 25, 38, 32, 21, 27, 19, 8, 18, 4, 24, 10, 36, 53, 47, 16, 5, 1, 50, 17, 0, 7, 2, 52, 6, 3, 39, 9, 46, 43, 40, 13, 20, 11, 23]]",r,25
8_11,0_1,"[[47, 36, 51, 9, 2, 4, 55, 42, 11, 41, 18, 20, 52, 54, 21, 14, 26, 19, 13, 40, 5, 39, 46, 45, 22, 37, 31, 29, 25, 6, 24, 53, 1, 38, 48, 33, 7, 44, 43, 0, 8, 56, 49, 16, 27, 17, 28, 10, 32, 15, 3, 30, 34, 12, 23, 35, 50], [51, 35, 50, 5, 47, 9, 10, 39, 6, 42, 20, 23, 54, 53, 3, 19, 33, 38, 24, 46, 8, 40, 45, 25, 37, 31, 29, 26, 22, 52, 41, 44, 4, 13, 49, 7, 1, 43, 56, 2, 36, 0, 16, 17, 55, 15, 27, 12, 30, 18, 14, 28, 32, 11, 21, 34, 48]]",r,46
8_11,8_13m,"[[47, 36, 51, 9, 2, 4, 55, 42, 11, 41, 18, 20, 52, 54, 21, 14, 26, 19, 13, 40, 5, 39, 46, 45, 22, 37, 31, 29, 25, 6, 24, 53, 1, 38, 48, 33, 7, 44, 43, 0, 8, 56, 49, 16, 27, 17, 28, 10, 32, 15, 3, 30, 34, 12, 23, 35, 50], [51, 35, 50, 5, 47, 9, 10, 39, 6, 42, 20, 23, 54, 53, 3, 19, 33, 38, 24, 46, 8, 40, 45, 25, 37, 31, 29, 26, 22, 52, 41, 44, 4, 13, 49, 7, 1, 43, 56, 2, 36, 0, 16, 17, 55, 15, 27, 12, 30, 18, 14, 28, 32, 11, 21, 34, 48]]",c,3
8_11,8_20,"[[5, 54, 50, 51, 52, 1, 29, 37, 39, 36, 35, 38, 43, 40, 14, 28, 55, 27, 45, 48, 0, 49, 47, 41, 53, 12, 4, 44, 46, 31, 2, 10, 33, 13, 9, 7, 6, 42, 3, 34, 11, 15, 20, 18, 23, 17, 8, 21, 25, 22, 16, 26, 19, 32, 24, 30], [51, 1, 5, 52, 43, 13, 34, 35, 36, 40, 31, 37, 28, 0, 41, 27, 53, 29, 46, 49, 55, 45, 50, 44, 10, 26, 7, 42, 47, 39, 4, 23, 12, 14, 20, 54, 11, 48, 9, 33, 3, 8, 17, 24, 19, 18, 21, 25, 22, 2, 15, 6, 16, 30, 32, 38]]",r,37
8_11,3_1#3_1m,"[[47, 36, 51, 9, 2, 4, 55, 42, 11, 41, 18, 20, 52, 54, 21, 14, 26, 19, 13, 40, 5, 39, 46, 45, 22, 37, 31, 29, 25, 6, 24, 53, 1, 38, 48, 33, 7, 44, 43, 0, 8, 56, 49, 16, 27, 17, 28, 10, 32, 15, 3, 30, 34, 12, 23, 35, 50], [51, 35, 50, 5, 47, 9, 10, 39, 6, 42, 20, 23, 54, 53, 3, 19, 33, 38, 24, 46, 8, 40, 45, 25, 37, 31, 29, 26, 22, 52, 41, 44, 4, 13, 49, 7, 1, 43, 56, 2, 36, 0, 16, 17, 55, 15, 27, 12, 30, 18, 14, 28, 32, 11, 21, 34, 48]]",r,40
8_12,3_1#5_2m,"[[33, 10, 37, 14, 15, 12, 45, 0, 25, 44, 46, 29, 42, 40, 1, 9, 41, 47, 36, 4, 7, 22, 39, 31, 48, 32, 20, 26, 21, 34, 30, 13, 5, 19, 24, 43, 27, 28, 35, 16, 38, 23, 6, 2, 18, 17, 3, 8, 11], [37, 13, 25, 11, 33, 14, 9, 45, 10, 47, 42, 16, 40, 43, 46, 8, 39, 36, 41, 7, 5, 31, 32, 29, 4, 26, 28, 22, 20, 48, 24, 19, 18, 30, 27, 0, 21, 44, 38, 12, 34, 15, 35, 3, 17, 23, 6, 2, 1]]",r,24
8_12,7_4,"[[18, 35, 25, 32, 24, 55, 38, 41, 10, 13, 8, 0, 36, 9, 28, 37, 33, 63, 31, 67, 58, 1, 53, 30, 2, 64, 65, 62, 60, 59, 61, 21, 57, 54, 47, 56, 52, 34, 40, 15, 43, 17, 49, 42, 26, 66, 46, 51, 44, 50, 45, 48, 11, 12, 14, 5, 16, 4, 19, 27, 6, 7, 39, 23, 22, 3, 29, 20], [9, 26, 32, 29, 25, 38, 36, 40, 13, 41, 6, 63, 24, 8, 54, 33, 31, 49, 30, 2, 53, 67, 4, 28, 59, 58, 64, 60, 61, 62, 65, 15, 0, 1, 17, 57, 56, 21, 47, 52, 42, 11, 46, 37, 34, 55, 51, 50, 45, 48, 43, 44, 14, 20, 12, 66, 10, 19, 16, 18, 3, 5, 22, 27, 23, 7, 35, 39]]",c,54
8_13,8_14,"[[25, 43, 47, 13, 21, 41, 16, 10, 8, 28, 9, 4, 12, 7, 22, 18, 20, 2, 46, 29, 15, 0, 14, 6, 17, 38, 49, 42, 35, 36, 33, 39, 19, 27, 34, 37, 11, 31, 1, 30, 26, 45, 32, 23, 44, 48, 40, 5, 3, 24], [31, 44, 48, 40, 16, 24, 13, 5, 11, 43, 12, 8, 18, 2, 9, 10, 36, 1, 0, 46, 19, 6, 15, 7, 14, 49, 4, 38, 33, 34, 28, 35, 21, 26, 37, 39, 17, 27, 22, 42, 30, 47, 29, 32, 45, 3, 23, 20, 41, 25]]",r,8
8_13,8_17,"[[25, 43, 47, 13, 21, 41, 16, 10, 8, 28, 9, 4, 12, 7, 22, 18, 20, 2, 46, 29, 15, 0, 14, 6, 17, 38, 49, 42, 35, 36, 33, 39, 19, 27, 34, 37, 11, 31, 1, 30, 26, 45, 32, 23, 44, 48, 40, 5, 3, 24], [31, 44, 48, 40, 16, 24, 13, 5, 11, 43, 12, 8, 18, 2, 9, 10, 36, 1, 0, 46, 19, 6, 15, 7, 14, 49, 4, 38, 33, 34, 28, 35, 21, 26, 37, 39, 17, 27, 22, 42, 30, 47, 29, 32, 45, 3, 23, 20, 41, 25]]",r,47
8_13,3_1#4_1,"[[25, 43, 47, 13, 21, 41, 16, 10, 8, 28, 9, 4, 12, 7, 22, 18, 20, 2, 46, 29, 15, 0, 14, 6, 17, 38, 49, 42, 35, 36, 33, 39, 19, 27, 34, 37, 11, 31, 1, 30, 26, 45, 32, 23, 44, 48, 40, 5, 3, 24], [31, 44, 48, 40, 16, 24, 13, 5, 11, 43, 12, 8, 18, 2, 9, 10, 36, 1, 0, 46, 19, 6, 15, 7, 14, 49, 4, 38, 33, 34, 28, 35, 21, 26, 37, 39, 17, 27, 22, 42, 30, 47, 29, 32, 45, 3, 23, 20, 41, 25]]",r,38
8_13,3_1m,"[[25, 43, 47, 13, 21, 41, 16, 10, 8, 28, 9, 4, 12, 7, 22, 18, 20, 2, 46, 29, 15, 0, 14, 6, 17, 38, 49, 42, 35, 36, 33, 39, 19, 27, 34, 37, 11, 31, 1, 30, 26, 45, 32, 23, 44, 48, 40, 5, 3, 24], [31, 44, 48, 40, 16, 24, 13, 5, 11, 43, 12, 8, 18, 2, 9, 10, 36, 1, 0, 46, 19, 6, 15, 7, 14, 49, 4, 38, 33, 34, 28, 35, 21, 26, 37, 39, 17, 27, 22, 42, 30, 47, 29, 32, 45, 3, 23, 20, 41, 25]]",r,9
8_14,0_1,"[[18, 10, 0, 24, 23, 26, 29, 28, 2, 6, 12, 19, 15, 1, 11, 8, 30, 22, 20, 21, 3, 27, 4, 17, 16, 13, 7, 5, 31, 9, 25, 14], [23, 31, 24, 29, 6, 20, 1, 26, 28, 9, 15, 14, 16, 3, 12, 7, 19, 30, 18, 17, 2, 22, 27, 11, 25, 0, 5, 21, 13, 8, 4, 10]]",r,24
8_14,8_16,"[[17, 23, 40, 1, 5, 20, 35, 19, 34, 36, 32, 24, 31, 7, 22, 43, 18, 42, 33, 29, 2, 10, 12, 3, 41, 39, 26, 46, 44, 38, 37, 21, 30, 28, 14, 15, 25, 13, 9, 11, 4, 8, 0, 45, 27, 6, 16], [19, 21, 35, 44, 1, 18, 34, 32, 42, 37, 31, 22, 36, 10, 43, 38, 7, 6, 24, 2, 0, 23, 41, 16, 40, 26, 28, 15, 39, 27, 29, 45, 33, 25, 9, 14, 30, 12, 11, 13, 3, 4, 20, 5, 46, 8, 17]]",r,17
8_14,8_19,"[[21, 7, 36, 12, 2, 34, 42, 37, 27, 31, 60, 28, 59, 58, 30, 32, 63, 61, 10, 54, 65, 9, 0, 55, 25, 26, 24, 22, 23, 62, 51, 16, 20, 18, 56, 38, 40, 57, 39, 43, 19, 49, 47, 44, 45, 33, 48, 46, 1, 53, 5, 6, 8, 50, 52, 4, 29, 64, 15, 3, 17, 41, 13, 11, 35, 14], [13, 2, 21, 14, 12, 32, 36, 30, 28, 42, 58, 60, 9, 55, 27, 31, 0, 59, 11, 61, 10, 63, 65, 62, 22, 29, 25, 26, 34, 54, 57, 19, 16, 24, 46, 44, 48, 20, 43, 40, 23, 47, 39, 56, 64, 37, 45, 49, 33, 51, 1, 5, 6, 52, 53, 3, 50, 4, 17, 7, 41, 35, 8, 15, 38, 18]]",c,34
8_14,3_1#4_1,"[[18, 10, 0, 24, 23, 26, 29, 28, 2, 6, 12, 19, 15, 1, 11, 8, 30, 22, 20, 21, 3, 27, 4, 17, 16, 13, 7, 5, 31, 9, 25, 14], [23, 31, 24, 29, 6, 20, 1, 26, 28, 9, 15, 14, 16, 3, 12, 7, 19, 30, 18, 17, 2, 22, 27, 11, 25, 0, 5, 21, 13, 8, 4, 10]]",r,30
8_14,3_1m,"[[16, 22, 23, 21, 11, 43, 14, 34, 24, 26, 32, 37, 25, 8, 6, 7, 36, 38, 49, 31, 0, 13, 48, 42, 40, 10, 15, 27, 41, 9, 20, 46, 18, 17, 33, 5, 4, 45, 47, 29, 1, 28, 3, 2, 30, 35, 12, 19, 39, 44], [35, 23, 19, 27, 21, 26, 32, 14, 6, 25, 12, 41, 24, 7, 8, 34, 48, 4, 42, 36, 49, 28, 38, 40, 37, 13, 10, 33, 46, 5, 18, 31, 17, 11, 39, 20, 9, 22, 1, 30, 29, 0, 47, 3, 15, 2, 45, 16, 44, 43]]",r,18
8_15,8_21,"[[55, 54, 50, 74, 8, 39, 40, 77, 3, 56, 60, 33, 32, 36, 28, 49, 46, 35, 45, 64, 41, 57, 63, 66, 59, 58, 47, 44, 61, 11, 73, 51, 4, 52, 70, 71, 72, 65, 53, 62, 17, 67, 38, 14, 68, 43, 29, 25, 18, 42, 24, 26, 23, 16, 22, 69, 75, 78, 1, 2, 30, 13, 19, 6, 5, 27, 7, 12, 15, 10, 31, 0, 9, 34, 37, 20, 21, 76, 48], [54, 50, 74, 0, 77, 36, 49, 3, 2, 55, 56, 32, 29, 35, 33, 46, 28, 40, 57, 59, 44, 63, 64, 68, 58, 66, 45, 47, 60, 4, 61, 65, 19, 51, 67, 72, 39, 62, 43, 53, 14, 71, 11, 26, 70, 76, 73, 27, 16, 41, 25, 24, 42, 17, 23, 75, 78, 18, 69, 1, 31, 8, 7, 9, 6, 30, 5, 13, 12, 15, 21, 48, 10, 37, 38, 22, 20, 34, 52]]",r,17
8_15,3_1m#3_1m,"[[55, 54, 50, 74, 8, 39, 40, 77, 3, 56, 60, 33, 32, 36, 28, 49, 46, 35, 45, 64, 41, 57, 63, 66, 59, 58, 47, 44, 61, 11, 73, 51, 4, 52, 70, 71, 72, 65, 53, 62, 17, 67, 38, 14, 68, 43, 29, 25, 18, 42, 24, 26, 23, 16, 22, 69, 75, 78, 1, 2, 30, 13, 19, 6, 5, 27, 7, 12, 15, 10, 31, 0, 9, 34, 37, 20, 21, 76, 48], [54, 50, 74, 0, 77, 36, 49, 3, 2, 55, 56, 32, 29, 35, 33, 46, 28, 40, 57, 59, 44, 63, 64, 68, 58, 66, 45, 47, 60, 4, 61, 65, 19, 51, 67, 72, 39, 62, 43, 53, 14, 71, 11, 26, 70, 76, 73, 27, 16, 41, 25, 24, 42, 17, 23, 75, 78, 18, 69, 1, 31, 8, 7, 9, 6, 30, 5, 13, 12, 15, 21, 48, 10, 37, 38, 22, 20, 34, 52]]",c,49
